t,err,servo_pwm,pid_select,Midline.k,Midline.b,Forward.k,Forward.b,Forward_2.k,Forward_3.k,RIGHT_duandian,LEFT_duandian,paodao_distance,valid_couter,RIGHT_cnt,LEFT_cnt,Forward_cnt,Forward_cnt_2,Forward_cnt_3,Speed_now,Speed_mubiao,danbian_flag,state_left_cnt,state_right_cnt,state_left_cnt_2,state_right_cnt_2,zhongxian_chuizhi,version,session,tx_seq,control_seq,input_end_ms,control_end_ms,control_dt_us,valid_mask,updated_mask,clipped_mask,action_reason,motor_state,lidar_id,algorithm_id,param_revision,raw_count,radar_dps,segment,host_t
19.271,nan,1426.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,831.0,378.0,86.0,2.0,0.0,21.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,218,697,80337,80425,79129,2113928706,2147481114,0,2,2,1,1,1,444,2168,2,19.702999999999975
19.377,0.4,1456.0,0.0,0.718,528.0,nan,nan,nan,nan,0.0,852.0,781.0,373.0,86.0,80.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,219,698,80451,80531,106488,2147483167,2147483167,0,1,2,1,1,1,456,2163,2,19.827999999999975
19.537,nan,1456.0,nan,nan,nan,nan,nan,nan,nan,0.0,851.0,781.0,414.0,14.0,86.0,0.0,14.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,220,699,80566,80691,159826,2113928706,2147481114,0,2,2,1,1,1,456,2176,2,20.031999999999925
19.576,nan,1456.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,781.0,145.0,59.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,222,700,80679,80730,38770,2147483138,2147481114,0,2,2,1,1,1,192,0,2,20.031999999999925
19.704,25.9,1468.0,0.0,0.8,529.0,nan,nan,nan,nan,0.0,852.0,783.0,370.0,84.0,81.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,223,701,80793,80858,127787,2147483167,2147483167,0,1,2,1,1,1,444,2167,2,20.156999999999925
19.872,40.4,1464.0,5.0,nan,nan,nan,nan,nan,nan,0.0,849.0,783.0,404.0,32.0,85.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,2,1097883296,224,702,80907,81026,168299,2147483143,2147481095,0,1,2,1,1,1,444,2157,2,20.327999999999975
19.987,237.0,1670.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,771.0,381.0,40.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,225,703,81022,81141,114974,2113928711,2147483143,0,1,2,1,1,1,456,2164,2,20.468999999999824
20.045,-110.4,1170.0,0.0,0.362,535.0,nan,nan,nan,nan,0.0,852.0,848.0,380.0,87.0,60.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,226,704,81136,81199,58409,2147483167,2147483167,0,1,2,1,1,1,444,2163,2,20.468999999999824
20.21,-62.7,1453.0,0.0,0.385,535.0,nan,nan,nan,nan,0.0,854.0,848.0,401.0,57.0,85.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,227,705,81250,81364,164214,2147483167,2147481119,0,1,2,1,1,1,444,2149,2,20.656999999999925
20.349,nan,1453.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,848.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,228,706,81364,81503,139470,2113928706,2147481114,0,2,2,1,1,1,444,11348,2,20.797000000000025
20.438,nan,1453.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,848.0,289.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,229,707,81479,81592,89385,2113928706,2147481114,0,2,2,1,1,1,300,11348,2,20.89099999999985
20.543,14.8,1503.0,0.0,0.766,531.0,nan,nan,nan,nan,0.0,849.0,848.0,394.0,75.0,85.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,230,708,81593,81697,104571,2147483167,2147481119,0,1,2,1,1,1,444,2161,2,21.031999999999925
20.562,nan,1503.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,848.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,232,709,81707,81716,19454,2113928706,2147481114,0,2,2,1,1,1,60,0,2,21.031999999999925
20.735,nan,1503.0,nan,nan,nan,nan,nan,nan,nan,0.0,849.0,848.0,362.0,79.0,25.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,233,710,81821,81889,172397,2147483138,2147481114,0,2,2,1,1,1,444,2159,2,21.187999999999874
20.877,42.8,1475.0,0.0,0.912,534.0,nan,nan,nan,nan,0.0,853.0,780.0,388.0,85.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,234,711,81936,82031,142143,2147483167,2147483167,0,1,2,1,1,1,456,2173,2,21.312999999999874
21.021,nan,1475.0,nan,nan,nan,0.312,892.0,nan,nan,0.0,0.0,826.0,379.0,0.0,72.0,7.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,235,712,82050,82175,144257,2113928802,2147483258,0,2,2,1,1,1,444,2135,2,21.468999999999824
21.101,nan,1475.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,826.0,373.0,79.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,236,713,82164,82255,80073,2113928706,2147481114,0,2,2,1,1,1,444,2165,2,21.547000000000025
21.205,23.0,1433.0,0.0,0.897,535.0,nan,nan,nan,nan,0.0,852.0,774.0,374.0,85.0,88.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,237,714,82278,82359,103582,2147483167,2147483167,0,1,2,1,1,1,444,2169,2,21.656999999999925
21.361,nan,1433.0,nan,nan,nan,nan,nan,nan,nan,0.0,850.0,774.0,402.0,16.0,84.0,0.0,16.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,238,715,82393,82515,155653,2113928706,2147481114,0,2,2,1,1,1,456,2166,2,21.812999999999874
21.46,nan,1433.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,774.0,360.0,58.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,239,716,82507,82614,99539,2113928706,2147481114,0,2,2,1,1,1,444,2153,2,21.89099999999985
21.528,26.1,1451.0,0.0,0.795,530.0,nan,nan,nan,nan,0.0,851.0,772.0,312.0,83.0,80.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,240,717,82621,82682,67541,2147483167,2147483167,0,1,2,1,1,1,384,0,2,22.0
21.697,39.5,1463.0,5.0,nan,nan,nan,nan,nan,nan,0.0,851.0,772.0,397.0,35.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,2,1097883296,242,718,82735,82851,169356,2147483143,2147481095,0,1,2,1,1,1,444,2162,2,22.156999999999925
21.801,nan,1463.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,782.0,345.0,34.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,243,719,82849,82955,104171,2147483138,2147483162,0,2,2,1,1,1,444,2161,2,22.312999999999874
21.871,-30.6,1376.0,0.0,0.43,525.0,nan,nan,nan,nan,0.0,849.0,824.0,377.0,80.0,65.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,244,720,82964,83025,69298,2147483167,2147483167,0,1,2,1,1,1,456,2169,2,22.312999999999874
22.032,-57.1,1400.0,0.0,0.444,531.0,nan,nan,nan,nan,0.0,852.0,824.0,392.0,60.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,245,721,83078,83186,161808,2147483167,2147481119,0,1,2,1,1,1,444,2158,2,22.4849999999999
22.147,261.1,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,774.0,338.0,12.0,33.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,246,722,83192,83301,114997,2113928711,2147483143,0,1,2,1,1,1,444,2168,2,22.656999999999925
22.215,17.8,1263.0,0.0,2.861,562.0,nan,nan,nan,nan,0.0,848.0,774.0,379.0,86.0,40.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,247,723,83306,83369,67329,2147483167,2147481119,0,1,2,1,1,1,456,2161,2,22.656999999999925
22.365,-0.9,1425.0,0.0,0.711,537.0,nan,nan,nan,nan,0.0,850.0,774.0,386.0,80.0,81.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,248,724,83421,83519,150571,2147483167,2147481119,0,1,2,1,1,1,456,2163,2,22.827999999999975
22.502,nan,1425.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,775.0,362.0,0.0,54.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,249,725,83535,83656,136776,2113928706,2147483162,0,2,2,1,1,1,444,2155,2,22.9849999999999
22.519,112.2,1506.0,2.0,-12.741,4616.0,nan,nan,nan,nan,0.0,123.0,775.0,195.0,64.0,23.0,0.0,21.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,250,726,83649,83673,16741,2113928735,2113926687,0,1,2,1,1,1,252,0,2,22.9849999999999
22.703,35.9,1479.0,0.0,1.006,532.0,nan,nan,nan,nan,0.0,851.0,794.0,377.0,80.0,85.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,252,727,83763,83857,184696,2147483167,2147483167,0,1,2,1,1,1,444,2169,2,23.14099999999985
22.852,nan,1479.0,nan,nan,nan,0.554,957.0,nan,nan,0.0,848.0,813.0,391.0,0.0,76.0,8.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,253,728,83878,84006,148626,2113928802,2147483258,0,2,2,1,1,1,456,2134,2,23.312999999999874
22.938,nan,1479.0,nan,nan,nan,-4.834,2450.0,nan,nan,0.0,0.0,813.0,374.0,79.0,0.0,16.0,17.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,254,729,83992,84092,85932,2113928802,2147481210,0,2,2,1,1,1,444,2162,2,23.406999999999925
23.028,24.4,1439.0,0.0,0.764,535.0,nan,nan,nan,nan,0.0,851.0,773.0,352.0,78.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,255,730,84106,84182,90042,2147483167,2147483167,0,1,2,1,1,1,444,2171,2,23.4849999999999
23.183,nan,1439.0,nan,nan,nan,nan,nan,nan,nan,0.0,851.0,773.0,392.0,14.0,83.0,0.0,14.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,256,731,84220,84337,155152,2113928706,2147481114,0,2,2,1,1,1,444,2176,2,23.625
23.285,nan,1439.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,879.0,368.0,58.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,257,732,84335,84439,102178,2113928706,2147483162,0,2,2,1,1,1,456,2170,2,23.797000000000025
23.357,27.2,1451.0,0.0,0.911,536.0,nan,nan,nan,nan,0.0,849.0,777.0,356.0,79.0,75.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,258,733,84449,84511,71215,2147483167,2147483167,0,1,2,1,1,1,444,2162,2,23.797000000000025
23.525,16.6,1437.0,0.0,2.744,560.0,nan,nan,nan,nan,0.0,853.0,777.0,399.0,41.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,259,734,84563,84679,168120,2147483167,2147481119,0,1,2,1,1,1,444,2168,2,24.0
23.544,nan,1437.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,777.0,66.0,27.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,260,735,84676,84698,18874,2113928706,2147481114,0,2,2,1,1,1,120,0,2,24.0
23.696,-73.0,1347.0,0.0,0.355,524.0,nan,nan,nan,nan,0.0,851.0,841.0,388.0,86.0,61.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,262,736,84791,84850,152684,2147483167,2147483167,0,1,2,1,1,1,456,2171,2,24.14099999999985
23.857,-14.9,1478.0,0.0,0.603,535.0,nan,nan,nan,nan,0.0,852.0,841.0,387.0,63.0,81.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,263,737,84905,85011,161053,2147483167,2147481119,0,1,2,1,1,1,444,2153,2,24.297000000000025
23.986,nan,1478.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,781.0,365.0,8.0,36.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,264,738,85019,85140,128683,2113928706,2147483162,0,2,2,1,1,1,444,2165,2,24.5
24.049,38.4,1493.0,5.0,nan,nan,nan,nan,nan,nan,0.0,853.0,781.0,357.0,81.0,34.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,2,1097883296,265,739,85133,85203,63335,2147483143,2147481095,0,1,2,1,1,1,444,2161,2,24.5
24.195,14.2,1426.0,0.0,0.764,530.0,nan,nan,nan,nan,0.0,848.0,844.0,393.0,83.0,81.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,266,740,85248,85349,145392,2147483167,2147483167,0,1,2,1,1,1,456,2162,2,24.64099999999985
24.33,nan,1426.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,785.0,367.0,0.0,61.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,267,741,85362,85484,134839,2113928706,2147483162,0,2,2,1,1,1,444,2171,2,24.76599999999985
24.407,nan,1426.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,785.0,373.0,81.0,12.0,0.0,21.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,268,742,85476,85561,77448,2113928706,2147481114,0,2,2,1,1,1,444,2139,2,24.843999999999824
24.526,21.0,1452.0,0.0,0.884,533.0,nan,nan,nan,nan,0.0,848.0,779.0,370.0,83.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,269,743,85590,85680,118697,2147483167,2147483167,0,1,2,1,1,1,444,0,2,24.9849999999999
24.671,nan,1452.0,nan,nan,nan,0.622,977.0,nan,nan,0.0,850.0,779.0,373.0,0.0,76.0,8.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,271,744,85704,85825,145184,2113928802,2147481210,0,2,2,1,1,1,444,2133,2,25.1099999999999
24.764,nan,1452.0,nan,nan,nan,-6.135,2818.0,nan,nan,0.0,0.0,779.0,383.0,75.0,0.0,13.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,272,745,85819,85918,93186,2113928802,2147481210,0,2,2,1,1,1,456,2154,2,25.218999999999824
24.85,40.7,1469.0,0.0,0.947,531.0,nan,nan,nan,nan,0.0,853.0,771.0,358.0,85.0,86.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,273,746,85933,86004,86138,2147483167,2147483167,0,1,2,1,1,1,444,2173,2,25.297000000000025
25.012,nan,1469.0,nan,nan,nan,nan,nan,nan,nan,0.0,847.0,771.0,398.0,22.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,274,747,86047,86166,162081,2113928706,2147481114,0,2,2,1,1,1,444,2160,2,25.452999999999975
25.123,nan,1469.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,831.0,381.0,54.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,275,748,86161,86277,110393,2113928706,2147483162,0,2,2,1,1,1,456,2166,2,25.625
25.185,32.1,1444.0,0.0,0.923,533.0,nan,nan,nan,nan,0.0,853.0,785.0,369.0,86.0,74.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,276,749,86276,86339,61854,2147483167,2147483167,0,1,2,1,1,1,456,2162,2,25.625
25.351,nan,1444.0,nan,0.041,551.0,nan,nan,nan,nan,0.0,849.0,785.0,401.0,48.0,85.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,277,750,86390,86505,166940,2147483162,2147481114,0,2,2,1,1,1,444,2161,2,25.812999999999874
25.461,228.9,1667.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,778.0,355.0,29.0,14.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,278,751,86504,86615,109081,2113928711,2147483143,0,1,2,1,1,1,444,2167,2,25.9849999999999
25.511,-130.3,1170.0,0.0,0.409,544.0,nan,nan,nan,nan,0.0,848.0,778.0,256.0,84.0,54.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,279,752,86618,86665,50715,2147483167,2147481119,0,1,2,1,1,1,312,0,2,25.9849999999999
25.69,-1.4,1536.0,0.0,0.622,534.0,nan,nan,nan,nan,0.0,852.0,778.0,411.0,71.0,81.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,281,753,86733,86844,179081,2147483167,2147481119,0,1,2,1,1,1,456,2158,2,26.156999999999925
25.812,nan,1536.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,766.0,361.0,5.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,282,754,86847,86966,121642,2113928706,2147483162,0,2,2,1,1,1,444,2140,2,26.327999999999975
25.877,44.9,1490.0,5.0,nan,nan,nan,nan,nan,nan,0.0,846.0,766.0,365.0,82.0,32.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,2,1097883296,283,755,86961,87031,65154,2147483143,2147481095,0,1,2,1,1,1,444,2154,2,26.327999999999975
26.018,8.8,1416.0,0.0,0.782,528.0,nan,nan,nan,nan,0.0,851.0,877.0,380.0,78.0,83.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,284,756,87075,87172,141227,2147483167,2147483167,0,1,2,1,1,1,444,2158,2,26.452999999999975
26.166,nan,1416.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,761.0,390.0,0.0,63.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,285,757,87190,87320,147164,2113928706,2147483162,0,2,2,1,1,1,456,2143,2,26.672000000000025
26.241,nan,1416.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,761.0,361.0,81.0,10.0,0.0,21.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,286,758,87304,87395,75120,2113928706,2147481114,0,2,2,1,1,1,444,2142,2,26.672000000000025
26.353,-1.5,1431.0,0.0,0.626,524.0,nan,nan,nan,nan,0.0,846.0,749.0,367.0,81.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,287,759,87418,87507,112180,2147483167,2147483167,0,1,2,1,1,1,444,2157,2,26.797000000000025
26.507,nan,1431.0,nan,nan,nan,0.522,946.0,nan,nan,0.0,852.0,749.0,393.0,0.0,83.0,9.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,288,760,87532,87661,154066,2113928802,2147481210,0,2,2,1,1,1,444,2176,2,27.0
26.541,nan,1431.0,nan,nan,nan,-10.455,4034.0,nan,nan,0.0,0.0,749.0,133.0,72.0,4.0,10.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,289,761,87647,87695,34264,2147483234,2147481210,0,2,2,1,1,1,180,0,2,27.0
26.673,16.9,1459.0,0.0,0.886,533.0,nan,nan,nan,nan,0.0,848.0,776.0,347.0,85.0,77.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,291,762,87761,87827,131429,2147483167,2147483167,0,1,2,1,1,1,444,2178,2,27.125
26.839,nan,1459.0,nan,nan,nan,nan,nan,nan,nan,0.0,850.0,776.0,396.0,26.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,292,763,87875,87993,166198,2147483138,2147481114,0,2,2,1,1,1,444,2164,2,27.281999999999925
26.943,nan,1459.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,824.0,355.0,42.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,293,764,87989,88097,103965,2113928706,2147483162,0,2,2,1,1,1,444,2171,2,27.375
27.013,-29.7,1394.0,0.0,0.598,529.0,nan,nan,nan,nan,0.0,852.0,772.0,365.0,76.0,72.0,0.0,21.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,294,765,88104,88167,70573,2147483167,2147483167,0,1,2,1,1,1,456,2166,2,27.452999999999975
27.177,-200.0,1242.0,0.0,0.296,545.0,nan,nan,nan,nan,0.0,848.0,772.0,398.0,51.0,82.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,295,766,88218,88331,163333,2147483167,2147481119,0,1,2,1,1,1,444,2165,2,27.625
27.291,247.7,1720.0,5.0,nan,nan,nan,nan,nan,nan,0.0,0.0,779.0,353.0,20.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,296,767,88332,88445,114487,2113928711,2147483143,0,1,2,1,1,1,444,2176,2,27.797000000000025
27.351,-102.4,1170.0,0.0,0.638,557.0,nan,nan,nan,nan,0.0,847.0,779.0,364.0,78.0,47.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,297,768,88446,88505,60068,2147483167,2147481119,0,1,2,1,1,1,444,2148,2,27.797000000000025
27.513,-8.5,1507.0,0.0,0.82,531.0,nan,nan,nan,nan,0.0,850.0,779.0,404.0,75.0,83.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,298,769,88561,88667,161527,2147483167,2147481119,0,1,2,1,1,1,456,2162,2,28.0
27.521,nan,1507.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.0,nan,nan,nan,nan,nan,0.0,10.0,nan,nan,nan,nan,nan,nan,2,1097883296,299,770,88674,88675,7920,2081165314,2081165314,0,5,2,1,1,1,36,0,2,28.0
27.703,55.6,1507.0,5.0,nan,nan,nan,nan,nan,nan,0.0,848.0,779.0,368.0,83.0,24.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,301,771,88788,88857,182586,2113928711,2147481095,0,1,2,1,1,1,444,2158,2,28.172000000000025
27.841,20.3,1420.0,0.0,0.905,532.0,nan,nan,nan,nan,0.0,850.0,827.0,380.0,86.0,85.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,302,772,88902,88995,137978,2147483167,2147483167,0,1,2,1,1,1,444,2163,2,28.297000000000025
27.992,nan,1420.0,nan,nan,nan,0.388,913.0,nan,nan,0.0,0.0,771.0,393.0,0.0,71.0,7.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,303,773,89016,89146,150627,2113928802,2147483258,0,2,2,1,1,1,456,2140,2,28.437999999999874
28.07,nan,1420.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,771.0,373.0,80.0,8.0,0.0,21.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,304,774,89131,89224,77846,2113928706,2147481114,0,2,2,1,1,1,456,2161,2,28.51599999999985
28.172,40.2,1468.0,0.0,1.081,535.0,nan,nan,nan,nan,0.0,850.0,778.0,365.0,86.0,84.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,305,775,89245,89326,102495,2147483167,2147483167,0,1,2,1,1,1,444,2156,2,28.6099999999999
28.321,nan,1468.0,nan,nan,nan,nan,nan,nan,nan,0.0,851.0,778.0,384.0,8.0,79.0,0.0,8.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,306,776,89359,89475,149098,2113928706,2147481114,0,2,2,1,1,1,444,2176,2,28.76599999999985
28.421,nan,1468.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,778.0,374.0,62.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,nan,2,1097883296,307,777,89474,89575,99980,2113928706,2147481210,0,2,2,1,1,1,456,2159,2,28.8599999999999
28.495,38.9,1452.0,0.0,1.001,534.0,nan,nan,nan,nan,0.0,853.0,778.0,292.0,77.0,82.0,0.0,21.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,308,778,89588,89649,73611,2147483167,2147481119,0,1,2,1,1,1,360,0,2,28.968999999999824
28.661,44.2,1459.0,5.0,nan,nan,nan,nan,nan,nan,0.0,852.0,778.0,391.0,34.0,82.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,2,1097883296,310,779,89702,89815,166504,2147483143,2147481095,0,1,2,1,1,1,444,2161,2,29.1099999999999
28.771,209.4,1637.0,7.0,-8.502,-1760.0,nan,nan,nan,nan,0.0,0.0,761.0,363.0,38.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,311,780,89816,89925,109611,2147483167,2147483167,0,1,2,1,1,1,444,2167,2,29.281999999999925
28.835,-48.4,1229.0,0.0,0.503,527.0,nan,nan,nan,nan,0.0,851.0,815.0,374.0,85.0,67.0,0.0,21.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,312,781,89930,89989,64152,2147483167,2147483167,0,1,2,1,1,1,444,2174,2,29.281999999999925
29.003,-170.4,1288.0,0.0,0.277,530.0,nan,nan,nan,nan,0.0,851.0,815.0,407.0,61.0,84.0,0.0,21.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1097883296,313,782,90045,90157,168036,2147483167,2147481119,0,1,2,1,1,1,456,2152,2,29.452999999999975
