session,param_revision,sample_seq,host_t,sample_us,encoder_raw,motor_pwm,speed_float,target_float,motor_integral,motor_prelimit,motor_flags,encoder_signed
3546374300,0,2397,0.5,23962412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2398,0.5,23972412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2399,0.5,23982412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2400,0.5,23992412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2401,0.5,24002412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2402,0.5,24012412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2403,0.5,24022412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2404,0.5,24032412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2405,0.7190000000000509,24042412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2406,0.7190000000000509,24052412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2407,0.7190000000000509,24062412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,0,2408,0.7190000000000509,24072412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2409,0.7190000000000509,24082412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2410,0.7190000000000509,24092412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2411,0.7190000000000509,24102412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2412,0.7190000000000509,24112412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2413,0.7190000000000509,24122412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2414,0.7190000000000509,24132412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2415,0.7190000000000509,24142412,0,0,0.0,10.0,0.0,0.0,13,0
3546374300,1,2416,0.7190000000000509,24152412,0,0,0.0,10.0,0.0,0.0,13,0
