session,tx_seq,host_t,schema,control_seq,param_revision,input_seq,detail_flags,process_us,previous_mode,ref_start,ref_end,ref_count,center_count,hold_count,radar_packets,radar_crc_bad,radar_verlen_bad,radar_angle_bad,radar_header_missing,radar_sync_offset,radar_angle_bins,radar_sync_fail_total,radar_missing_total,input_drop_total,tx_drop_total,motor_drop_total,pd_err_previous,pd_err,pd_p,pd_d,pd_kp,pd_kd,pwm_unclamped,pwm_mid,ref_x,ref_y,ref_dy,pd_line_k,pd_line_b,pd_err_before_reset,center_mean,width_candidate
919131803,3,0.8439999999999372,1,95,0,102,197,101151,1,0,6,6,6,0,38,0,0,0,0,0,2044,0,18,7,0,0,59.28683853149414,59.28683853149414,20.75039291381836,0.0,0.03500000014901161,0.03500000014901161,1465.7503662109375,1445.0,0.0,0.0,0.0,0.21067342162132263,202.41055297851562,-343.09307861328125,0.0,5000.0
919131803,7,0.8439999999999372,1,96,1,103,67,53115,5,0,3,3,0,0,38,0,0,0,0,0,4071,0,18,7,0,0,59.28683853149414,-227.57293701171875,-89.89131164550781,-100.09671783447266,0.039500001817941666,0.0348939523100853,1255.011962890625,1445.0,-151.92706298828125,4.615257263183594,1195.384765625,-0.8130563497543335,-119.09839630126953,59.28683853149414,0.0,529.0
919131803,11,0.8439999999999372,1,97,1,104,67,39823,1,49,62,13,0,0,39,0,0,0,0,0,3647,0,18,7,0,0,-227.57293701171875,-360.7740478515625,-142.50575256347656,-30.147560119628906,0.039500001817941666,0.022633114829659462,1272.3466796875,1445.0,-18.725948333740234,147.81637573242188,1052.18359375,0.32052648067474365,151.0768280029297,-227.57293701171875,0.0,4089.0
919131803,15,1.2819999999999254,1,98,1,105,197,96973,1,4,9,5,10,0,38,0,0,0,0,0,1022,0,18,7,0,0,2.708148956298828,2.708148956298828,0.9478521347045898,0.0,0.03500000014901161,0.03500000014901161,1445.9478759765625,1445.0,0.0,0.0,0.0,2.577948808670044,139.38584899902344,-360.7740478515625,0.0,5000.0
